종목코드,총자산,총자본회전율,부채비율,매출액증가율,자기자본회전율,당기순이익,최대주주변경,대표이사변경,전환사채,파산신청,거래정지,불성실공시법인,레이블
33530,9005.53568,1.150308299,1.364642726,-0.102628178,272.0068151,-75.72689908,0,0,3,0,0,0,0
33640,3081.211929,0.925071391,1.549095262,0.11982279,235.8095101,42.8918731,0,0,1,0,0,0,0
34020,249623.1813,0.58181914,2.801784281,0.045410528,221.1950863,-1096.880108,0,0,0,0,0,0,0
34590,3894.295506,1.380522658,1.27696147,0.04416023,314.3396901,137.2865041,0,0,0,0,0,0,0
34730,1097769.2,0.849872341,1.39915885,0.115751783,203.8978749,50664.82,0,0,0,0,0,0,0
35000,5910.659898,0.848129814,2.766999679,0.228801734,319.4904739,140.8262653,0,0,0,0,0,0,0
35900,1244.280241,0.821694827,0.450879484,0.388301603,119.2180166,163.6925807,0,0,0,0,0,0,0
36480,347.8245878,0.691249989,0.148068621,-0.219404387,79.36024215,15.57554002,0,0,0,0,2,0,0
36570,35265.67161,0.498706431,0.292142892,0.788124072,64.43999696,4440.431119,10,0,0,0,0,0,0
36580,7253.165596,1.410773684,1.262947376,0.079855622,319.2506606,393.6376488,0,0,0,0,0,0,0
36800,4941.974814,0.741478783,1.735753943,0.155710148,202.8503503,365.775692,0,2,0,0,0,2,0
37370,974.1994786,1.683070051,0.883826039,0.117060844,317.0611187,-10.01606253,0,0,0,0,0,0,0
39240,1480.875523,1.937911159,0.826989303,0.080829726,354.0542958,42.54725593,0,1,1,0,2,0,0
41650,3980.21129,0.966059364,1.321585957,0.013061984,224.2789852,241.3664554,0,0,0,0,0,2,0
42660,114467.5272,0.969866153,2.82749883,-0.13397092,371.2161567,6457.583626,0,0,4,0,0,0,0
42700,2850.642441,0.692124837,0.382643929,0.186638544,95.69622036,95.00246912,0,0,0,0,1,0,0
43650,2421.99755,0.259130057,0.093258882,-0.099568196,28.32962362,96.87855298,0,0,0,0,0,0,0
44180,988.2453996,0.226680735,1.423478496,-0.001936927,54.93558865,-167.1026961,4,2,3,0,2,0,0
44450,9047.630032,0.196256866,2.979008202,0.2580479,78.09076807,256.8751242,0,0,0,0,0,0,0
44820,7408.12969,0.40264863,1.15554502,0.117494919,86.79272498,58.49103746,0,0,0,0,0,0,0
45390,1270.848976,0.675084706,0.412898128,-0.13372595,95.38259183,66.83576496,0,0,0,0,0,0,0
46440,4643.078828,0.367418948,1.123466955,0.248072004,78.02019936,126.5460044,0,3,0,0,2,0,0
47050,91699.85984,2.46147091,2.214745969,0.368635114,791.3003687,1668.18739,0,0,0,0,0,0,0
47400,1404.975322,0.782207942,0.54148406,0.024711357,120.5761074,-8.4417869,2,0,0,0,0,0,0
47810,31662.23009,0.654486161,1.776401869,-0.296667909,181.7116601,-2351.858528,2,0,0,0,1,2,0
48550,3007.629396,0.294468829,1.617245783,-0.071585145,77.06973018,-140.1980224,0,2,2,0,0,0,0
48770,945.8082502,1.077354704,2.379092554,0.103526826,364.0481259,40.92461641,1,0,1,0,0,0,0
48910,1043.49222,1.157029575,0.289052143,0.270988257,149.1471453,77.97097354,0,1,0,0,0,0,0
51390,1010.659075,0.261569311,0.444010848,-0.104508615,37.77089227,28.55013356,0,0,0,0,0,0,0
51900,47779.695,1.312369932,0.549972091,0.028946896,203.4136768,6185.495149,0,0,0,0,0,0,0
53290,900.4162343,0.638385456,0.621184787,0.074648599,103.4940789,7.26538345,0,1,1,0,2,0,0
54050,2399.073974,0.4354017,0.373498703,0.013265535,59.80236704,92.2901486,0,1,0,0,0,0,0
57050,18754.26918,0.556209433,0.21430789,0.076019443,67.54095028,1224.644062,2,0,0,0,0,0,0
58430,4267.472776,2.137236289,0.970558671,0.142921381,421.1549503,175.279877,0,0,0,0,0,0,0
58650,52547.71565,0.912393322,0.725149942,0.188404143,157.4015286,2111.208988,0,0,0,0,0,0,0
58730,2258.945714,0.988005213,0.869614346,0.420319729,184.718872,186.486632,0,0,0,0,0,0,0
58820,1127.58555,0.368358639,0.114937465,0.259806134,41.06968465,-1.86914233,0,0,0,0,0,0,0
60250,2213.466399,1.590217717,1.115603369,0.293448273,336.4269959,102.0283725,1,1,0,0,0,0,0
60260,290.5512246,1.411787897,0.876401021,0.142656238,264.9080252,-13.33097112,1,2,0,0,4,0,0
60370,1427.965386,0.516387819,0.313186249,-0.121738601,67.81133834,82.4254846,0,1,0,0,0,0,0
60480,476.0841315,0.6995637,0.158630741,0.20237486,81.05360082,19.08099694,0,1,0,0,0,0,0
63160,1794.83384,0.658484755,0.263558794,0.045779261,83.20342028,80.16298615,0,0,0,0,0,0,0
64350,40839.11875,0.667413562,1.879443761,-0.086815309,192.1779817,-462.59404,0,0,0,0,0,0,0
67290,1274.83926,0.602764207,2.127606942,-0.078454897,188.5209517,-60.83659428,0,1,0,0,0,0,0
69260,8815.79305,0.811912161,0.472206499,0.196467704,119.5302359,1100.56577,0,0,0,0,0,0,0
69460,883.1932421,1.430261066,2.278832005,-0.041023534,468.9585759,48.73729583,0,0,0,0,1,0,0
69640,2128.738304,1.545037275,0.342379629,0.032707148,207.4026563,74.71383835,0,0,0,0,0,0,0
71090,2453.233959,0.863034687,0.802393841,0.421463381,155.5528404,83.7026138,0,0,0,0,0,0,0
71320,57215.90909,0.320614037,2.127009409,0.066606945,100.2563112,698.7813332,0,0,0,0,0,0,0
71950,790.6961832,1.442607001,2.341388108,0.174553528,482.0309877,-5.56943261,0,0,0,0,0,0,0
72130,512.1764334,0.622971558,0.286543654,0.051589082,80.14801048,-66.21892593,2,0,0,0,0,0,0
72710,11453.42998,0.433595379,0.326731264,-0.002434854,57.5264545,406.9762675,0,0,0,0,0,0,0
73240,45009.23545,0.639073342,3.539923425,-0.02402512,290.1344037,-1118.422341,2,0,0,0,1,0,0
75580,3489.944726,0.72145808,1.22272435,-0.410923529,160.3602441,18.67593869,0,0,0,0,0,0,0
77500,2669.173475,0.92197884,0.34148359,-0.066364177,123.6819485,136.20076,0,0,0,0,0,0,0
78130,1067.123083,0.412255207,0.848935333,0.087689272,76.22332177,17.7096002,0,2,7,0,0,0,0
78140,804.4925371,0.816064598,0.144170895,-0.075829503,93.37173619,77.66068102,0,0,0,0,0,0,0
78150,2001.616362,1.424967558,0.28228672,0.054565646,182.7216976,377.8109355,0,0,0,0,0,0,0
78520,3721.555836,1.003035496,0.222121302,-0.140995436,122.5831046,87.89611873,2,0,0,0,0,0,0
79160,24601.00846,0.696876787,2.163455422,0.196992581,220.4538651,100.363688,0,0,0,0,0,0,0
79550,20067.61323,0.877690938,2.322570999,-0.053455157,291.6190455,-86.28211424,0,0,0,0,0,0,0
79660,3802.848073,1.718150195,1.555166891,-0.030453498,439.0160491,140.8679875,0,0,0,0,0,0,0
79940,1333.825841,0.871312714,0.335207513,0.137395814,116.3383282,96.69612875,0,0,0,0,0,0,0
79980,9002.800577,1.422867714,1.210213122,0.120225785,314.4840892,231.6406779,0,0,0,0,0,0,0
82740,12313.47087,0.624413948,1.266964758,-0.042403267,141.5524416,-103.4323965,2,0,1,0,1,0,0
83450,1024.006693,1.590179879,0.308207449,0.792959022,208.0285162,157.5634404,0,0,0,0,0,0,0
83470,949.1520168,1.019875077,1.379071538,-0.222160214,242.6355768,-86.3757772,14,1,15,10,13,10,0
83660,307.6256124,1.022867506,0.299742568,-0.087608042,132.9464439,-95.79262739,15,0,0,0,0,0,0
84690,26511.35199,1.276311392,1.470167594,0.019767053,315.270304,593.8060237,0,0,0,0,0,0,0
85910,810.2924509,0.53651259,0.758443667,0.082448023,94.34271658,-72.49333908,0,0,0,0,0,0,0
86280,81856.63712,1.998407197,1.051793055,0.066337398,410.0318008,6804.538438,0,0,0,0,1,0,0
87730,196.5039368,0.831363599,0.576275207,-0.107430121,131.0457829,-21.10772416,7,5,14,0,0,0,0
88790,1583.691966,0.809882305,0.544898863,0.04308102,125.1186252,94.99896161,0,0,0,0,0,0,0
89230,621.9807217,0.218498821,0.732871981,-0.113567421,37.86304847,-184.0995898,0,0,9,0,2,0,0
89590,8004.178359,1.244796525,1.415102801,0.332717345,300.6311575,777.9671461,0,0,0,0,0,0,0
91090,3530.227677,0.447954599,0.851300624,-0.28822408,82.92986294,-77.35864032,0,0,0,0,0,0,0
91590,1572.464192,0.421964746,0.16857306,0.027751077,49.3096634,81.52390996,0,0,0,0,0,0,0
91970,741.8097567,0.872647354,0.343358987,0.219408427,117.2278666,-81.32254164,3,1,11,0,1,2,0
92730,566.9480718,0.946003863,0.191520093,0.265877963,112.7182611,115.5921134,1,0,0,0,0,0,0
93050,15948.29433,1.004533696,0.445479252,0.047579577,145.2032616,699.537864,0,0,0,0,0,0,0
93230,998.3783172,0.845174958,0.445239149,1.340673887,122.1479937,7.09365279,0,0,4,0,0,0,0
93640,110.5190779,1.658767084,1.716166965,-0.285496441,450.5488358,-41.49205476,5,1,3,0,1,2,0
94280,1475.141098,2.677875928,1.362179779,0.160616225,632.5624368,95.22953488,0,0,0,0,0,0,0
94480,1834.571613,0.376816003,1.848576093,0.283654986,107.3389059,30.72893474,0,1,0,0,0,0,0
95720,5339.786633,1.169163702,0.762446824,0.000472099,206.0588854,249.3752617,0,0,0,0,0,0,0
96760,13513.79775,0.506083753,2.606274864,-0.001354681,182.5077118,568.6973518,0,0,0,0,0,0,0
98460,2052.073849,0.991039509,0.27207404,0.183794625,126.0675632,267.3410512,2,0,0,0,0,0,0
99220,1094.120204,0.481135276,1.040467153,0.453924002,98.1740726,27.36469264,0,0,3,0,0,0,0
102260,8546.574208,0.968032766,1.04555475,-0.029987203,198.0164023,-59.32019828,2,0,0,0,0,0,0
102280,6239.683936,0.175712465,1.066602789,-0.036296605,36.31278694,1433.826498,0,0,5,0,0,0,0
102460,3057.033372,0.412992304,0.303502366,0.036159264,53.83364457,134.2381521,0,0,2,0,1,0,0
103130,3374.42085,0.720293744,2.083270437,0.397533985,222.0860407,13.61853013,0,0,3,0,0,0,0
103590,7567.745915,1.006884229,1.380024473,0.123738315,239.6409107,-20.87995661,0,0,0,0,0,0,0
104040,875.5578036,0.493787991,0.793579071,-0.093196749,88.56478061,21.37707649,1,1,1,0,1,3,0
108380,2455.511252,0.582624035,0.336456826,-0.182246191,77.86518689,118.3266105,0,0,0,0,0,0,0
114090,7319.043113,0.684919485,0.375624366,-0.085610961,94.21919321,805.3856684,0,0,0,0,0,0,0
114450,729.6419433,0.583638693,0.175096753,-0.016616478,68.58319333,22.24671001,0,1,0,0,0,2,0
119650,1802.557085,0.934619291,1.319968652,-0.060281569,216.8287457,68.87019873,0,0,0,0,0,0,0
120030,1119.716306,0.589531885,0.148522874,0.04633673,67.7090855,153.7141551,0,0,0,0,0,0,0
120240,1122.65502,0.59229429,0.142984198,0.091092867,67.69830139,73.29285991,0,0,0,0,0,0,0
121600,889.6351194,0.512219734,0.07296906,0.10841332,54.95959269,68.27888915,0,0,0,0,0,0,0
123690,993.9736029,1.521730591,0.675849973,-0.059088864,255.019217,40.28515866,0,0,0,0,0,0,0
123700,2050.71053,0.79531583,0.206299786,-0.077452778,95.93893147,56.77389127,0,0,0,0,0,0,0
126870,1236.415501,0.362190188,1.355029448,0.01529585,85.29685582,-55.34147979,0,0,12,0,1,2,0
128940,16609.34086,0.551849855,1.096016196,0.038360084,115.6686234,689.7358126,0,0,0,0,0,0,0
133820,2157.373854,0.590755389,1.165282374,-0.218822103,127.915223,11.012253,2,0,0,0,0,0,0
134790,233.221139,0.536850491,0.071170714,0.259626081,57.50585241,3.083269,3,0,0,0,1,0,0
136490,6868.441235,1.189072274,1.051377004,0.265529612,243.9235519,556.4451835,0,0,0,0,1,0,0
138490,3538.40137,0.741131572,0.818929513,0.100113248,134.8066089,175.2174737,0,0,0,0,0,0,0
143210,6755.96707,0.907460927,1.087356264,-0.094517523,189.419425,232.3698732,0,0,0,0,0,0,0
145720,3108.709291,0.484592252,0.913468053,0.255029456,92.72517934,302.9355216,0,0,0,0,0,0,0
153460,308.8655945,0.436217653,0.1565567,-0.375961516,50.45104494,-63.35769858,0,0,0,0,0,0,0
155660,2282.772386,0.991651985,0.620358416,0.125890312,160.683164,110.3044659,0,0,0,0,0,0,0
161890,6685.485535,1.228954824,1.009846988,0.230942158,247.0011153,486.011124,0,0,0,0,0,0,0
168330,856.8281996,0.107825671,0.565856569,0.409209874,16.88395349,-88.60823749,0,0,0,0,0,0,0
178920,3411.554846,0.63425464,0.374409226,0.413718527,87.17254283,327.8168221,0,2,0,0,0,0,0
180640,27757.8376,0.414173925,0.6235306,0.160069612,67.24240415,2291.362945,0,0,0,0,0,0,0
183190,9063.807563,0.508800614,0.299830967,0.011941848,66.13547947,553.8201032,0,0,0,0,0,0,0
184230,830.3309614,0.666523681,0.646061181,0.117061901,109.7138758,22.21076095,0,0,1,0,0,2,0
185750,6772.053349,1.305900533,0.6791812,0.062954554,219.2843623,537.2825368,0,0,0,0,0,0,0
190510,1424.143199,1.808560944,3.655639988,-0.119776039,842.0008654,-409.1880938,0,0,0,0,0,0,0
192820,9340.191286,0.946393908,3.089637367,0.167757677,387.0407892,155.2015051,0,0,0,0,0,0,0
210540,2551.242308,1.271907585,0.99089362,0.416093084,253.2232697,305.3509763,0,0,0,0,0,0,0
210980,9413.203918,0.351434061,2.640138831,0.196962293,127.9268774,650.0979468,0,0,0,0,1,0,0
211270,1037.157713,0.289710214,0.264027694,0.207158907,36.62017332,0.65521281,0,0,0,0,0,0,0
212560,1371.065561,0.935399058,0.890875201,-0.087481966,176.8722882,41.35625647,0,0,0,0,0,0,0
214320,16264.94168,0.70008574,1.372433525,0.082852664,166.0906879,756.615464,0,0,0,0,0,0,0
214420,1996.618313,1.030403889,0.748642631,-0.117485779,180.1808168,-55.05557071,0,0,1,0,0,0,0
222040,1994.054429,0.683788001,1.308116089,0.128909819,157.8262087,63.73059456,0,1,0,0,1,0,0
227840,1985.405663,0.731531151,0.113090135,-0.05445341,81.42601076,120.266492,0,0,0,0,0,0,0
229640,2851.121376,1.416081473,1.136096957,0.169801333,302.4887325,143.4213103,0,0,0,0,0,0,0
234080,1985.320541,0.723308131,0.944468061,0.085489527,140.644956,167.8271441,0,0,0,0,0,0,0
241560,57.71735109,0.519267057,0.80416046,-0.119452042,93.68410921,2.42084047,0,0,0,0,0,0,0
900100,0.73668083,0.451248772,0.545353012,-0.999999375,69.73386491,-0.19268928,3,4,17,0,1,2,0
360,,,,,,,1,0,0,0,0,0,0
420,,,,,,,1,0,0,0,0,2,0
790,,,,,,,1,0,0,0,0,1,0
800,,,,,,,1,0,0,2,0,1,0
895,,,,,,,1,0,0,1,0,0,0
1190,,,,,,,1,0,0,0,0,1,0
1600,,,,,,,1,10,0,2,0,5,2
1970,,,,,,,1,0,0,0,0,4,0
2540,,,,,,,1,5,0,5,0,1,2
3990,,,,,,,1,3,0,7,0,2,0
4320,,,,,,,1,0,0,0,0,6,0
4740,,,,,,,1,3,0,5,0,0,0
4820,,,,,,,1,2,0,5,0,5,4
5350,,,,,,,1,4,0,0,0,3,4
6070,,,,,,,1,0,0,2,0,1,0
6440,,,,,,,1,0,0,0,0,2,0
7050,,,,,,,1,8,0,4,0,3,4
7150,,,,,,,1,2,1,3,0,7,0
8020,,,,,,,1,0,0,0,0,2,0
8080,,,,,,,1,0,0,1,0,1,0
8320,,,,,,,1,0,0,2,0,1,0
8340,,,,,,,1,0,1,0,0,4,2
8540,,,,,,,1,8,0,1,2,5,4
9010,,,,,,,1,6,2,0,1,7,5
9690,,,,,,,1,0,0,2,0,1,0
9720,,,,,,,1,0,0,0,0,2,0
10670,,,,,,,1,4,0,0,1,6,2
11050,,,,,,,1,14,0,3,0,3,4
12090,,,,,,,1,2,0,4,0,1,2
12400,,,,,,,1,0,0,1,0,3,2
12580,,,,,,,1,6,0,1,0,1,0
13200,,,,,,,1,0,0,0,0,3,2
13240,,,,,,,1,2,0,0,0,4,5
13340,,,,,,,1,1,3,0,0,14,2
13780,,,,,,,1,5,2,2,1,13,6
14350,,,,,,,1,0,0,0,0,0,0
14590,,,,,,,1,8,0,2,3,7,2
15170,,,,,,,1,1,2,5,0,3,6
15390,,,,,,,1,0,0,0,4,14,2
16040,,,,,,,1,1,1,0,0,9,2
16160,,,,,,,1,2,0,3,0,1,2
17010,,,,,,,1,4,3,2,0,6,0
17050,,,,,,,1,4,7,3,0,14,6
17160,,,,,,,1,0,3,0,0,4,0
17170,,,,,,,1,5,0,0,0,2,4
18410,,,,,,,1,0,0,9,0,1,2
18890,,,,,,,1,1,1,0,0,14,2
19120,,,,,,,1,1,0,0,0,4,0
19260,,,,,,,1,1,2,0,0,4,0
19300,,,,,,,1,4,0,0,0,1,0
20070,,,,,,,1,3,2,5,0,7,0
22520,,,,,,,1,0,0,0,0,1,0
24870,,,,,,,1,4,0,3,0,4,2
25460,,,,,,,1,4,4,6,0,12,6
25970,,,,,,,1,0,2,0,0,5,0
26220,,,,,,,1,0,0,2,0,10,0
26230,,,,,,,1,0,0,0,0,8,0
26870,,,,,,,1,0,0,0,0,1,0
30030,,,,,,,1,0,0,0,0,8,2
31960,,,,,,,1,0,3,12,0,8,4
31990,,,,,,,1,0,0,0,0,4,2
32040,,,,,,,1,29,1,9,0,15,0
32290,,,,,,,1,0,1,0,0,5,2
32380,,,,,,,1,2,2,0,0,4,0
32420,,,,,,,1,2,3,0,0,9,2
32570,,,,,,,1,6,5,6,0,23,2
33190,,,,,,,1,4,3,4,0,9,3
33260,,,,,,,1,2,2,10,0,15,6
33720,,,,,,,1,1,4,10,0,10,0
33850,,,,,,,1,2,3,1,0,11,2
33880,,,,,,,1,3,5,18,0,13,8
34660,,,,,,,1,1,2,0,0,7,2
35010,,,,,,,1,3,4,2,0,8,4
35400,,,,,,,1,0,3,7,0,10,2
35450,,,,,,,1,0,0,0,0,13,4
36210,,,,,,,1,0,1,0,2,9,0
36220,,,,,,,1,17,3,0,0,6,6
36360,,,,,,,1,4,3,6,0,11,9
36610,,,,,,,1,7,6,3,0,11,0
36660,,,,,,,1,4,4,4,0,10,4
36760,,,,,,,1,2,3,0,0,15,6
36790,,,,,,,1,1,2,9,0,10,3
37020,,,,,,,1,2,2,0,0,10,6
37110,,,,,,,1,1,1,10,0,5,0
37540,,,,,,,1,0,3,2,0,4,7
37550,,,,,,,1,0,0,7,0,10,0
37630,,,,,,,1,5,4,0,0,6,8
37830,,,,,,,1,0,3,0,0,4,0
38320,,,,,,,1,0,1,2,0,5,2
38410,,,,,,,1,0,5,3,0,4,2
38690,,,,,,,1,0,11,6,0,10,2
38710,,,,,,,1,1,2,1,0,7,0
38810,,,,,,,1,2,1,0,0,14,2
39350,,,,,,,1,2,2,0,0,8,0
39850,,,,,,,1,4,6,0,0,6,2
39990,,,,,,,1,6,4,16,0,16,3
40180,,,,,,,1,2,5,0,0,8,0
40670,,,,,,,1,0,1,9,0,7,0
40740,,,,,,,1,2,1,6,0,8,2
41030,,,,,,,1,2,3,0,0,4,0
41060,,,,,,,1,0,1,0,0,8,0
41320,,,,,,,1,1,3,0,0,9,6
41450,,,,,,,1,0,1,1,0,8,1
41550,,,,,,,1,3,5,2,0,7,0
41630,,,,,,,1,1,1,0,0,2,0
41800,,,,,,,1,2,2,0,0,6,4
42870,,,,,,,1,0,1,0,0,6,0
43630,,,,,,,1,1,1,0,0,8,1
43680,,,,,,,1,4,2,4,0,7,4
44070,,,,,,,1,1,0,2,0,3,0
44770,,,,,,,1,1,0,0,0,10,2
45290,,,,,,,1,1,5,4,0,8,2
45470,,,,,,,1,0,2,3,0,11,8
45880,,,,,,,1,1,4,1,0,8,2
46240,,,,,,,1,1,4,2,0,6,7
46320,,,,,,,1,0,3,18,0,10,2
46350,,,,,,,1,1,1,4,0,8,0
46430,,,,,,,1,1,3,1,0,4,0
46720,,,,,,,1,8,3,3,0,6,4
46840,,,,,,,1,1,0,0,0,3,0
47440,,,,,,,1,0,0,5,6,14,0
47710,,,,,,,1,0,2,2,0,9,2
47940,,,,,,,1,1,2,2,0,7,0
48140,,,,,,,1,4,3,1,0,6,2
48270,,,,,,,1,1,1,3,0,8,2
48510,,,,,,,1,1,2,2,0,13,4
48640,,,,,,,1,2,0,1,0,9,3
49690,,,,,,,1,0,0,0,0,5,2
50050,,,,,,,1,0,0,10,0,6,8
50640,,,,,,,1,4,1,1,0,6,2
51170,,,,,,,1,1,0,0,0,10,4
51310,,,,,,,1,0,0,0,0,3,0
51530,,,,,,,1,1,2,2,0,7,0
51810,,,,,,,1,0,0,0,0,5,0
52210,,,,,,,1,10,5,4,0,15,4
52290,,,,,,,1,0,0,9,0,3,0
52310,,,,,,,1,1,2,3,0,6,0
52350,,,,,,,1,1,2,1,1,14,7
52510,,,,,,,1,5,2,7,0,9,2
52560,,,,,,,1,3,4,11,0,15,5
52640,,,,,,,1,3,5,8,0,11,2
52650,,,,,,,1,4,1,0,0,3,1
52810,,,,,,,1,5,3,0,0,5,0
52880,,,,,,,1,1,2,0,0,7,1
52970,,,,,,,1,5,4,5,0,14,10
53070,,,,,,,1,3,6,4,0,16,4
53170,,,,,,,1,1,3,22,0,10,4
53330,,,,,,,1,1,2,0,0,13,7
53440,,,,,,,1,0,0,0,0,3,0
53810,,,,,,,1,2,3,1,0,8,3
53870,,,,,,,1,0,0,0,0,6,0
53890,,,,,,,1,1,0,5,0,8,3
54010,,,,,,,1,2,3,4,0,13,15
54020,,,,,,,1,6,5,5,0,12,2
54120,,,,,,,1,0,2,2,0,5,0
54150,,,,,,,1,4,1,0,3,20,4
54170,,,,,,,1,2,1,4,0,3,4
55250,,,,,,,1,3,3,3,0,5,0
56020,,,,,,,1,1,1,14,0,5,2
56340,,,,,,,1,0,1,0,0,2,2
56710,,,,,,,1,0,0,0,0,6,0
56810,,,,,,,1,1,4,0,0,6,0
56850,,,,,,,1,3,5,1,0,6,2
57100,,,,,,,1,2,1,5,0,5,6
58370,,,,,,,1,0,1,2,3,9,0
58480,,,,,,,1,0,0,0,0,3,0
58550,,,,,,,1,3,5,8,0,20,4
58690,,,,,,,1,2,2,1,0,9,6
58900,,,,,,,1,2,1,0,0,6,0
59720,,,,,,,1,4,9,6,0,13,4
60550,,,,,,,1,3,2,5,0,13,0
60750,,,,,,,1,2,1,4,0,2,0
60900,,,,,,,1,4,3,1,0,9,2
60910,,,,,,,1,0,0,0,0,1,0
61050,,,,,,,1,2,3,0,0,9,2
61140,,,,,,,1,0,1,2,0,5,10
62730,,,,,,,1,0,2,0,0,8,2
63280,,,,,,,1,1,6,9,0,12,2
64060,,,,,,,1,5,6,1,0,5,0
65180,,,,,,,1,0,1,1,0,6,0
65410,,,,,,,1,1,0,0,0,7,4
65610,,,,,,,1,1,1,0,0,4,0
65910,,,,,,,1,2,0,11,0,7,0
66060,,,,,,,1,0,1,0,0,8,4
66200,,,,,,,1,3,4,2,0,12,2
66300,,,,,,,1,4,3,5,0,16,3
66340,,,,,,,1,2,3,1,0,4,6
66850,,,,,,,1,8,2,0,0,13,0
66930,,,,,,,1,1,0,0,0,3,2
67950,,,,,,,1,7,2,19,0,5,0
68770,,,,,,,1,3,6,1,0,9,8
69470,,,,,,,1,6,0,4,0,10,11
70080,,,,,,,1,0,3,8,0,4,0
71360,,,,,,,1,4,2,20,0,5,2
71660,,,,,,,1,0,0,0,0,3,0
73130,,,,,,,1,1,0,5,0,4,1
73780,,,,,,,1,2,5,4,0,15,0
74140,,,,,,,1,1,2,10,0,10,0
74150,,,,,,,1,0,2,0,0,3,3
77960,,,,,,,1,1,0,19,0,4,3
78610,,,,,,,1,2,6,6,0,10,2
78670,,,,,,,1,1,3,2,0,4,0
78700,,,,,,,1,1,5,5,0,8,2
78780,,,,,,,1,0,1,7,0,7,2
79340,,,,,,,1,1,6,6,0,7,5
79560,,,,,,,1,1,0,4,0,3,0
79870,,,,,,,1,1,1,2,0,8,0
80140,,,,,,,1,4,1,0,0,16,2
80570,,,,,,,1,3,7,1,0,8,2
81090,,,,,,,1,2,2,1,0,6,0
81500,,,,,,,1,0,1,6,0,5,0
82390,,,,,,,1,2,1,1,0,9,4
84810,,,,,,,1,1,1,0,0,7,3
86200,,,,,,,1,7,2,1,0,5,2
88810,,,,,,,1,3,5,6,0,11,4
88960,,,,,,,1,4,4,0,0,6,10
89240,,,,,,,1,1,1,2,0,7,0
89480,,,,,,,1,2,0,0,0,7,2
90090,,,,,,,1,0,1,0,0,2,0
90120,,,,,,,1,0,1,0,0,5,2
91690,,,,,,,1,2,5,0,0,7,6
110500,,,,,,,1,5,7,2,0,8,4
119250,,,,,,,1,3,0,0,0,1,4
149130,,,,,,,1,5,0,0,0,2,0
155960,,,,,,,1,13,2,7,0,12,4
950030,,,,,,,1,2,1,0,0,4,4
1000,,,,,,,0,0,0,0,0,0,0
1840,,,,,,,0,0,0,0,0,0,0
2230,,,,,,,0,0,0,0,0,0,0
2290,,,,,,,0,0,0,0,0,0,0
2680,,,,,,,0,0,0,2,0,0,0
2800,,,,,,,0,0,1,0,0,0,0
3100,,,,,,,0,0,0,0,0,0,0
3800,,,,,,,0,0,0,0,0,2,0
4590,,,,,,,0,0,0,0,0,2,0
5160,,,,,,,0,4,0,0,0,0,0
5670,,,,,,,0,0,0,0,0,0,0
6730,,,,,,,0,8,0,0,0,1,0
6910,,,,,,,0,0,0,1,0,0,0
8290,,,,,,,0,0,0,6,0,0,0
8370,,,,,,,0,0,0,0,0,0,0
8470,,,,,,,0,0,0,0,0,0,0
9730,,,,,,,0,2,0,17,0,0,1
10170,,,,,,,0,3,1,0,0,0,0
10470,,,,,,,0,0,1,0,0,0,0
11080,,,,,,,0,0,0,1,0,0,0
11370,,,,,,,0,0,0,0,0,0,0
11560,,,,,,,0,0,0,0,0,0,0
12620,,,,,,,0,0,0,0,0,0,0
12860,,,,,,,0,0,1,0,0,0,0
13310,,,,,,,0,1,0,9,0,1,0
13990,,,,,,,0,0,0,0,0,0,0
14100,,,,,,,0,0,1,0,0,0,0
14620,,,,,,,0,0,0,0,0,0,0
15710,,,,,,,0,0,0,0,0,0,0
16100,,,,,,,0,0,0,3,0,0,0
17000,,,,,,,0,10,0,18,0,0,0
17510,,,,,,,0,0,0,0,0,0,0
17890,,,,,,,0,0,0,0,0,0,0
18120,,,,,,,0,0,0,0,0,0,0
18290,,,,,,,0,15,1,9,0,0,0
18620,,,,,,,0,0,0,1,0,0,0
18680,,,,,,,0,0,1,2,0,0,0
19540,,,,,,,0,0,0,0,0,0,0
21650,,,,,,,0,1,1,2,0,0,0
22100,,,,,,,0,0,0,0,0,0,2
23600,,,,,,,0,0,1,0,0,0,0
23890,,,,,,,0,0,3,0,0,0,0
23910,,,,,,,0,0,0,0,0,0,0
24830,,,,,,,0,0,0,0,0,0,0
25550,,,,,,,0,0,0,0,0,0,0
25770,,,,,,,0,16,0,0,0,0,0
25870,,,,,,,0,0,0,0,0,0,0
25880,,,,,,,0,0,0,0,0,0,0
25900,,,,,,,0,0,0,0,0,1,0
26180,,,,,,,0,1,1,0,0,0,0
27040,,,,,,,0,2,2,0,0,0,0
27580,,,,,,,0,0,0,0,0,0,0
27710,,,,,,,0,0,2,1,0,0,0
29960,,,,,,,0,3,0,0,0,0,0
31980,,,,,,,0,0,0,0,0,2,0
32500,,,,,,,0,0,0,1,0,0,0
32620,,,,,,,0,2,0,0,0,0,0
32790,,,,,,,0,0,0,8,0,1,0
32940,,,,,,,0,0,2,0,0,0,0
32980,,,,,,,0,0,0,18,0,0,2
33050,,,,,,,0,0,0,0,0,0,0
33170,,,,,,,0,0,1,0,0,0,0
33230,,,,,,,0,0,0,1,0,0,0
33290,,,,,,,0,0,1,0,0,0,0
33320,,,,,,,0,0,0,0,0,0,0
33790,,,,,,,0,6,1,4,0,0,0
34230,,,,,,,0,0,1,0,0,0,0
35200,,,,,,,0,0,0,0,0,0,0
